x,y,z
2.117766e-001,4.500482e-001,6.000300e+004
1.975358e-001,4.564782e-001,6.000300e+004
1.831000e-001,4.624577e-001,6.000300e+004
1.684835e-001,4.679808e-001,6.000300e+004
1.537007e-001,4.730421e-001,6.000300e+004
1.387662e-001,4.776365e-001,6.000300e+004
1.236948e-001,4.817596e-001,6.000300e+004
1.085014e-001,4.854072e-001,6.000300e+004
9.320082e-002,4.885758e-001,6.000300e+004
7.780830e-002,4.912622e-001,6.000300e+004
6.233898e-002,4.934639e-001,6.000300e+004
4.680815e-002,4.951785e-001,6.000300e+004
3.123112e-002,4.964044e-001,6.000300e+004
1.562327e-002,4.971405e-001,6.000300e+004
4.966151e-001,0.000000e+000,6.000300e+004
4.963700e-001,1.559906e-002,6.000300e+004
4.956351e-001,3.118272e-002,6.000300e+004
4.944111e-001,4.673561e-002,6.000300e+004
4.926991e-001,6.224238e-002,6.000300e+004
4.905009e-001,7.768772e-002,6.000300e+004
4.878187e-001,9.305639e-002,6.000300e+004
4.846550e-001,1.083332e-001,6.000300e+004
4.810130e-001,1.235032e-001,6.000300e+004
4.768963e-001,1.385512e-001,6.000300e+004
4.723090e-001,1.534625e-001,6.000300e+004
4.672556e-001,1.682224e-001,6.000300e+004
4.617410e-001,1.828162e-001,6.000300e+004
4.557708e-001,1.972296e-001,6.000300e+004
4.493508e-001,2.114484e-001,6.000300e+004
4.424873e-001,2.254585e-001,6.000300e+004
4.351871e-001,2.392461e-001,6.000300e+004
4.274575e-001,2.527977e-001,6.000300e+004
4.193060e-001,2.660997e-001,6.000300e+004
4.107407e-001,2.791391e-001,6.000300e+004
4.017701e-001,2.919030e-001,6.000300e+004
3.924029e-001,3.043789e-001,6.000300e+004
3.826485e-001,3.165544e-001,6.000300e+004
3.725165e-001,3.284175e-001,6.000300e+004
3.620168e-001,3.399564e-001,6.000300e+004
3.511599e-001,3.511599e-001,6.000300e+004
3.399564e-001,3.620168e-001,6.000300e+004
3.284175e-001,3.725165e-001,6.000300e+004
3.165544e-001,3.826485e-001,6.000300e+004
3.043789e-001,3.924029e-001,6.000300e+004
2.919030e-001,4.017701e-001,6.000300e+004
2.791391e-001,4.107407e-001,6.000300e+004
2.660997e-001,4.193060e-001,6.000300e+004
2.527977e-001,4.274575e-001,6.000300e+004
2.392461e-001,4.351871e-001,6.000300e+004
2.254585e-001,4.424873e-001,6.000300e+004
2.114484e-001,4.493508e-001,6.000300e+004
1.972296e-001,4.557708e-001,6.000300e+004
1.828162e-001,4.617410e-001,6.000300e+004
1.682224e-001,4.672556e-001,6.000300e+004
1.534625e-001,4.723090e-001,6.000300e+004
1.385512e-001,4.768963e-001,6.000300e+004
1.235032e-001,4.810130e-001,6.000300e+004
1.083332e-001,4.846550e-001,6.000300e+004
9.305639e-002,4.878187e-001,6.000300e+004
7.768772e-002,4.905009e-001,6.000300e+004
6.224238e-002,4.926991e-001,6.000300e+004
4.673561e-002,4.944111e-001,6.000300e+004
3.118272e-002,4.956351e-001,6.000300e+004
1.559906e-002,4.963700e-001,6.000300e+004
4.958382e-001,0.000000e+000,6.000300e+004
4.955935e-001,1.557465e-002,6.000300e+004
4.948597e-001,3.113394e-002,6.000300e+004
4.936376e-001,4.666249e-002,6.000300e+004
4.919283e-001,6.214500e-002,6.000300e+004
4.897336e-001,7.756618e-002,6.000300e+004
4.870555e-001,9.291081e-002,6.000300e+004
4.838968e-001,1.081637e-001,6.000300e+004
4.802605e-001,1.233099e-001,6.000300e+004
4.761503e-001,1.383344e-001,6.000300e+004
4.715701e-001,1.532224e-001,6.000300e+004
4.665246e-001,1.679592e-001,6.000300e+004
4.610187e-001,1.825302e-001,6.000300e+004
4.550578e-001,1.969211e-001,6.000300e+004
4.486478e-001,2.111176e-001,6.000300e+004
4.417950e-001,2.251058e-001,6.000300e+004
4.345063e-001,2.388719e-001,6.000300e+004
4.267887e-001,2.524022e-001,6.000300e+004
4.186500e-001,2.656834e-001,6.000300e+004
4.100981e-001,2.787024e-001,6.000300e+004
4.011415e-001,2.914464e-001,6.000300e+004
3.917890e-001,3.039027e-001,6.000300e+004
3.820499e-001,3.160591e-001,6.000300e+004
3.719337e-001,3.279037e-001,6.000300e+004
3.614505e-001,3.394246e-001,6.000300e+004
3.506105e-001,3.506105e-001,6.000300e+004
3.394246e-001,3.614505e-001,6.000300e+004
3.279037e-001,3.719337e-001,6.000300e+004
3.160591e-001,3.820499e-001,6.000300e+004
3.039027e-001,3.917890e-001,6.000300e+004
2.914464e-001,4.011415e-001,6.000300e+004
2.787024e-001,4.100981e-001,6.000300e+004
2.656834e-001,4.186500e-001,6.000300e+004
2.524022e-001,4.267887e-001,6.000300e+004
2.388719e-001,4.345063e-001,6.000300e+004
2.251058e-001,4.417950e-001,6.000300e+004
2.111176e-001,4.486478e-001,6.000300e+004
1.969211e-001,4.550578e-001,6.000300e+004
1.825302e-001,4.610187e-001,6.000300e+004
1.679592e-001,4.665246e-001,6.000300e+004
1.532224e-001,4.715701e-001,6.000300e+004
1.383344e-001,4.761503e-001,6.000300e+004
1.233099e-001,4.802605e-001,6.000300e+004
1.081637e-001,4.838968e-001,6.000300e+004
9.291081e-002,4.870555e-001,6.000300e+004
7.756618e-002,4.897336e-001,6.000300e+004
6.214500e-002,4.919283e-001,6.000300e+004
4.666249e-002,4.936376e-001,6.000300e+004
3.113394e-002,4.948597e-001,6.000300e+004
1.557465e-002,4.955935e-001,6.000300e+004
4.950551e-001,0.000000e+000,6.000300e+004
4.948108e-001,1.555006e-002,6.000300e+004
4.940782e-001,3.108477e-002,6.000300e+004
4.928580e-001,4.658880e-002,6.000300e+004
4.911514e-001,6.204686e-002,6.000300e+004
4.889601e-001,7.744368e-002,6.000300e+004
4.862863e-001,9.276407e-002,6.000300e+004
4.831326e-001,1.079929e-001,6.000300e+004
4.795020e-001,1.231152e-001,6.000300e+004
4.753983e-001,1.381160e-001,6.000300e+004
4.708254e-001,1.529804e-001,6.000300e+004
4.657878e-001,1.676939e-001,6.000300e+004
4.602906e-001,1.822419e-001,6.000300e+004
4.543391e-001,1.966101e-001,6.000300e+004
4.479392e-001,2.107842e-001,6.000300e+004
4.410973e-001,2.247503e-001,6.000300e+004
4.338201e-001,2.384946e-001,6.000300e+004
4.261147e-001,2.520035e-001,6.000300e+004
4.179888e-001,2.652638e-001,6.000300e+004
4.094505e-001,2.782622e-001,6.000300e+004
4.005080e-001,2.909861e-001,6.000300e+004
3.911703e-001,3.034228e-001,6.000300e+004
3.814465e-001,3.155600e-001,6.000300e+004
3.713463e-001,3.273858e-001,6.000300e+004
3.608796e-001,3.388885e-001,6.000300e+004
3.500568e-001,3.500568e-001,6.000300e+004
3.388885e-001,3.608796e-001,6.000300e+004
3.273858e-001,3.713463e-001,6.000300e+004
3.155600e-001,3.814465e-001,6.000300e+004
3.034228e-001,3.911703e-001,6.000300e+004
2.909861e-001,4.005080e-001,6.000300e+004
2.782622e-001,4.094505e-001,6.000300e+004
2.652638e-001,4.179888e-001,6.000300e+004
2.520035e-001,4.261147e-001,6.000300e+004
2.384946e-001,4.338201e-001,6.000300e+004
2.247503e-001,4.410973e-001,6.000300e+004
2.107842e-001,4.479392e-001,6.000300e+004
1.966101e-001,4.543391e-001,6.000300e+004
1.822419e-001,4.602906e-001,6.000300e+004
1.676939e-001,4.657878e-001,6.000300e+004
1.529804e-001,4.708254e-001,6.000300e+004
1.381160e-001,4.753983e-001,6.000300e+004
1.231152e-001,4.795020e-001,6.000300e+004
1.079929e-001,4.831326e-001,6.000300e+004
9.276407e-002,4.862863e-001,6.000300e+004
7.744368e-002,4.889601e-001,6.000300e+004
6.204686e-002,4.911514e-001,6.000300e+004
4.658880e-002,4.928580e-001,6.000300e+004
3.108477e-002,4.940782e-001,6.000300e+004
1.555006e-002,4.948108e-001,6.000300e+004
4.942659e-001,0.000000e+000,6.000300e+004
4.940220e-001,1.552527e-002,6.000300e+004
4.932906e-001,3.103521e-002,6.000300e+004
4.920723e-001,4.651453e-002,6.000300e+004
4.903685e-001,6.194794e-002,6.000300e+004
4.881807e-001,7.732022e-002,6.000300e+004
4.855111e-001,9.261619e-002,6.000300e+004
4.823624e-001,1.078208e-001,6.000300e+004
4.787376e-001,1.229189e-001,6.000300e+004
4.746404e-001,1.378958e-001,6.000300e+004
4.700748e-001,1.527366e-001,6.000300e+004
4.650453e-001,1.674266e-001,6.000300e+004
4.595568e-001,1.819514e-001,6.000300e+004
4.536148e-001,1.962967e-001,6.000300e+004
4.472252e-001,2.104482e-001,6.000300e+004
4.403941e-001,2.243920e-001,6.000300e+004
4.331285e-001,2.381144e-001,6.000300e+004
4.254354e-001,2.516018e-001,6.000300e+004
4.173225e-001,2.648409e-001,6.000300e+004
4.087977e-001,2.778186e-001,6.000300e+004
3.998695e-001,2.905222e-001,6.000300e+004
3.905467e-001,3.029391e-001,6.000300e+004
3.808384e-001,3.150569e-001,6.000300e+004
3.707543e-001,3.268639e-001,6.000300e+004
3.603043e-001,3.383483e-001,6.000300e+004
3.494988e-001,3.494988e-001,6.000300e+004
3.383483e-001,3.603043e-001,6.000300e+004
3.268639e-001,3.707543e-001,6.000300e+004
3.150569e-001,3.808384e-001,6.000300e+004
3.029391e-001,3.905467e-001,6.000300e+004
2.905222e-001,3.998695e-001,6.000300e+004
2.778186e-001,4.087977e-001,6.000300e+004
2.648409e-001,4.173225e-001,6.000300e+004
2.516018e-001,4.254354e-001,6.000300e+004
2.381144e-001,4.331285e-001,6.000300e+004
2.243920e-001,4.403941e-001,6.000300e+004
2.104482e-001,4.472252e-001,6.000300e+004
1.962967e-001,4.536148e-001,6.000300e+004
1.819514e-001,4.595568e-001,6.000300e+004
1.674266e-001,4.650453e-001,6.000300e+004
1.527366e-001,4.700748e-001,6.000300e+004
1.378958e-001,4.746404e-001,6.000300e+004
1.229189e-001,4.787376e-001,6.000300e+004
1.078208e-001,4.823624e-001,6.000300e+004
9.261619e-002,4.855111e-001,6.000300e+004
7.732022e-002,4.881807e-001,6.000300e+004
6.194794e-002,4.903685e-001,6.000300e+004
4.651453e-002,4.920723e-001,6.000300e+004
3.103521e-002,4.932906e-001,6.000300e+004
1.552527e-002,4.940220e-001,6.000300e+004
4.934706e-001,0.000000e+000,6.000300e+004
4.932271e-001,1.550029e-002,6.000300e+004
4.924968e-001,3.098527e-002,6.000300e+004
4.912805e-001,4.643968e-002,6.000300e+004
4.895794e-001,6.184826e-002,6.000300e+004
4.873951e-001,7.719580e-002,6.000300e+004
4.847298e-001,9.246716e-002,6.000300e+004
4.815862e-001,1.076473e-001,6.000300e+004
4.779673e-001,1.227211e-001,6.000300e+004
4.738767e-001,1.376739e-001,6.000300e+004
4.693184e-001,1.524908e-001,6.000300e+004
4.642970e-001,1.671572e-001,6.000300e+004
4.588173e-001,1.816586e-001,6.000300e+004
4.528849e-001,1.959808e-001,6.000300e+004
4.465055e-001,2.101095e-001,6.000300e+004
4.396855e-001,2.240309e-001,6.000300e+004
4.324316e-001,2.377313e-001,6.000300e+004
4.247509e-001,2.511970e-001,6.000300e+004
4.166510e-001,2.644148e-001,6.000300e+004
4.081399e-001,2.773716e-001,6.000300e+004
3.992261e-001,2.900547e-001,6.000300e+004
3.899182e-001,3.024516e-001,6.000300e+004
3.802256e-001,3.145500e-001,6.000300e+004
3.701577e-001,3.263379e-001,6.000300e+004
3.597246e-001,3.378038e-001,6.000300e+004
3.489364e-001,3.489364e-001,6.000300e+004
3.378038e-001,3.597246e-001,6.000300e+004
3.263379e-001,3.701577e-001,6.000300e+004
3.145500e-001,3.802256e-001,6.000300e+004
3.024516e-001,3.899182e-001,6.000300e+004
2.900547e-001,3.992261e-001,6.000300e+004
2.773716e-001,4.081399e-001,6.000300e+004
2.644148e-001,4.166510e-001,6.000300e+004
2.511970e-001,4.247509e-001,6.000300e+004
2.377313e-001,4.324316e-001,6.000300e+004
2.240309e-001,4.396855e-001,6.000300e+004
2.101095e-001,4.465055e-001,6.000300e+004
1.959808e-001,4.528849e-001,6.000300e+004
1.816586e-001,4.588173e-001,6.000300e+004
1.671572e-001,4.642970e-001,6.000300e+004
1.524908e-001,4.693184e-001,6.000300e+004
1.376739e-001,4.738767e-001,6.000300e+004
1.227211e-001,4.779673e-001,6.000300e+004
1.076473e-001,4.815862e-001,6.000300e+004
9.246716e-002,4.847298e-001,6.000300e+004
7.719580e-002,4.873951e-001,6.000300e+004
6.184826e-002,4.895794e-001,6.000300e+004
4.643968e-002,4.912805e-001,6.000300e+004
3.098527e-002,4.924968e-001,6.000300e+004
1.550029e-002,4.932271e-001,6.000300e+004
4.926691e-001,0.000000e+000,6.000300e+004
4.924260e-001,1.547511e-002,6.000300e+004
4.916969e-001,3.093495e-002,6.000300e+004
4.904826e-001,4.636426e-002,6.000300e+004
4.887843e-001,6.174781e-002,6.000300e+004
4.866035e-001,7.707043e-002,6.000300e+004
4.839426e-001,9.231699e-002,6.000300e+004
4.808040e-001,1.074724e-001,6.000300e+004
4.771910e-001,1.225218e-001,6.000300e+004
4.731070e-001,1.374503e-001,6.000300e+004
4.685562e-001,1.522431e-001,6.000300e+004
4.635429e-001,1.668857e-001,6.000300e+004
4.580722e-001,1.813636e-001,6.000300e+004
4.521494e-001,1.956625e-001,6.000300e+004
4.457803e-001,2.097683e-001,6.000300e+004
4.389714e-001,2.236671e-001,6.000300e+004
4.317292e-001,2.373452e-001,6.000300e+004
4.240610e-001,2.507890e-001,6.000300e+004
4.159743e-001,2.639853e-001,6.000300e+004
4.074771e-001,2.769211e-001,6.000300e+004
3.985777e-001,2.895836e-001,6.000300e+004
3.892850e-001,3.019604e-001,6.000300e+004
3.796081e-001,3.140391e-001,6.000300e+004
3.695566e-001,3.258079e-001,6.000300e+004
3.591403e-001,3.372552e-001,6.000300e+004
3.483697e-001,3.483697e-001,6.000300e+004
3.372552e-001,3.591403e-001,6.000300e+004
3.258079e-001,3.695566e-001,6.000300e+004
3.140391e-001,3.796081e-001,6.000300e+004
3.019604e-001,3.892850e-001,6.000300e+004
2.895836e-001,3.985777e-001,6.000300e+004
2.769211e-001,4.074771e-001,6.000300e+004
2.639853e-001,4.159743e-001,6.000300e+004
2.507890e-001,4.240610e-001,6.000300e+004
2.373452e-001,4.317292e-001,6.000300e+004
2.236671e-001,4.389714e-001,6.000300e+004
2.097683e-001,4.457803e-001,6.000300e+004
1.956625e-001,4.521494e-001,6.000300e+004
1.813636e-001,4.580722e-001,6.000300e+004
1.668857e-001,4.635429e-001,6.000300e+004
1.522431e-001,4.685562e-001,6.000300e+004
1.374503e-001,4.731070e-001,6.000300e+004
1.225218e-001,4.771910e-001,6.000300e+004
1.074724e-001,4.808040e-001,6.000300e+004
9.231699e-002,4.839426e-001,6.000300e+004
7.707043e-002,4.866035e-001,6.000300e+004
6.174781e-002,4.887843e-001,6.000300e+004
4.636426e-002,4.904826e-001,6.000300e+004
3.093495e-002,4.916969e-001,6.000300e+004
1.547511e-002,4.924260e-001,6.000300e+004
4.918615e-001,0.000000e+000,2.117728e-002
4.916188e-001,1.544974e-002,2.117728e-002
4.908910e-001,3.088424e-002,2.117728e-002
4.896786e-001,4.628826e-002,2.117728e-002
4.879831e-001,6.164660e-002,2.117728e-002
4.858059e-001,7.694410e-002,2.117728e-002
4.831493e-001,9.216566e-002,2.117728e-002
4.800159e-001,1.072963e-001,2.117728e-002
4.764088e-001,1.223210e-001,2.117728e-002
4.723315e-001,1.372250e-001,2.117728e-002
4.677881e-001,1.519936e-001,2.117728e-002
4.627831e-001,1.666122e-001,2.117728e-002
4.573213e-001,1.810663e-001,2.117728e-002
4.514082e-001,1.953418e-001,2.117728e-002
4.450496e-001,2.094245e-001,2.117728e-002
4.382518e-001,2.233005e-001,2.117728e-002
4.310216e-001,2.369561e-001,2.117728e-002
4.233659e-001,2.503779e-001,2.117728e-002
4.152924e-001,2.635526e-001,2.117728e-002
4.068091e-001,2.764672e-001,2.117728e-002
3.979243e-001,2.891090e-001,2.117728e-002
3.886469e-001,3.014654e-001,2.117728e-002
3.789858e-001,3.135243e-001,2.117728e-002
3.689508e-001,3.252739e-001,2.117728e-002
3.585516e-001,3.367024e-001,2.117728e-002
3.477986e-001,3.477986e-001,2.117728e-002
3.367024e-001,3.585516e-001,2.117728e-002
3.252739e-001,3.689508e-001,2.117728e-002
3.135243e-001,3.789858e-001,2.117728e-002
3.014654e-001,3.886469e-001,2.117728e-002
2.891090e-001,3.979243e-001,2.117728e-002
2.764672e-001,4.068091e-001,2.117728e-002
