x,y,z
4.035514e-001,3.814684e-002,1.596290e-001
4.021540e-001,5.080387e-002,1.596290e-001
4.003598e-001,6.341076e-002,1.596290e-001
3.981705e-001,7.595508e-002,1.596290e-001
3.955882e-001,8.842444e-002,1.596290e-001
3.926155e-001,1.008065e-001,1.596290e-001
3.892554e-001,1.130891e-001,1.596290e-001
3.855111e-001,1.252601e-001,1.596290e-001
3.813863e-001,1.373075e-001,1.596290e-001
3.768852e-001,1.492194e-001,1.596290e-001
3.720122e-001,1.609840e-001,1.596290e-001
3.667720e-001,1.725898e-001,1.596290e-001
3.611698e-001,1.840252e-001,1.596290e-001
3.552112e-001,1.952790e-001,1.596290e-001
3.489021e-001,2.063401e-001,1.596290e-001
3.422486e-001,2.171976e-001,1.596290e-001
3.352574e-001,2.278407e-001,1.596290e-001
3.279353e-001,2.382590e-001,1.596290e-001
3.202896e-001,2.484421e-001,1.596290e-001
3.123278e-001,2.583800e-001,1.596290e-001
3.040578e-001,2.680630e-001,1.596290e-001
2.954877e-001,2.774814e-001,1.596290e-001
2.866260e-001,2.866260e-001,1.596290e-001
2.774814e-001,2.954877e-001,1.596290e-001
2.680630e-001,3.040578e-001,1.596290e-001
2.583800e-001,3.123278e-001,1.596290e-001
2.484421e-001,3.202896e-001,1.596290e-001
2.382590e-001,3.279353e-001,1.596290e-001
2.278407e-001,3.352574e-001,1.596290e-001
2.171976e-001,3.422486e-001,1.596290e-001
2.063401e-001,3.489021e-001,1.596290e-001
1.952790e-001,3.552112e-001,1.596290e-001
1.840252e-001,3.611698e-001,1.596290e-001
1.725898e-001,3.667720e-001,1.596290e-001
1.609840e-001,3.720122e-001,1.596290e-001
1.492194e-001,3.768852e-001,1.596290e-001
1.373075e-001,3.813863e-001,1.596290e-001
1.252601e-001,3.855111e-001,1.596290e-001
1.130891e-001,3.892554e-001,1.596290e-001
1.008065e-001,3.926155e-001,1.596290e-001
8.842444e-002,3.955882e-001,1.596290e-001
7.595508e-002,3.981705e-001,1.596290e-001
6.341076e-002,4.003598e-001,1.596290e-001
5.080387e-002,4.021540e-001,1.596290e-001
3.814684e-002,4.035514e-001,1.596290e-001
2.545216e-002,4.045505e-001,1.596290e-001
1.273236e-002,4.051503e-001,1.596290e-001
4.040573e-001,0.000000e+000,1.611513e-001
4.038579e-001,1.269174e-002,1.611513e-001
4.032599e-001,2.537096e-002,1.611513e-001
4.022640e-001,3.802515e-002,1.611513e-001
4.008711e-001,5.064180e-002,1.611513e-001
3.990826e-001,6.320848e-002,1.611513e-001
3.969003e-001,7.571278e-002,1.611513e-001
3.943262e-001,8.814236e-002,1.611513e-001
3.913631e-001,1.004850e-001,1.611513e-001
3.880136e-001,1.127284e-001,1.611513e-001
3.842813e-001,1.248606e-001,1.611513e-001
3.801697e-001,1.368695e-001,1.611513e-001
3.756829e-001,1.487434e-001,1.611513e-001
3.708254e-001,1.604705e-001,1.611513e-001
3.656019e-001,1.720392e-001,1.611513e-001
3.600176e-001,1.834382e-001,1.611513e-001
3.540781e-001,1.946561e-001,1.611513e-001
3.477891e-001,2.056819e-001,1.611513e-001
3.411568e-001,2.165047e-001,1.611513e-001
3.341879e-001,2.271139e-001,1.611513e-001
3.268892e-001,2.374989e-001,1.611513e-001
3.192679e-001,2.476495e-001,1.611513e-001
3.113315e-001,2.575558e-001,1.611513e-001
3.030878e-001,2.672079e-001,1.611513e-001
2.945451e-001,2.765962e-001,1.611513e-001
2.857116e-001,2.857116e-001,1.611513e-001
2.765962e-001,2.945451e-001,1.611513e-001
2.672079e-001,3.030878e-001,1.611513e-001
2.575558e-001,3.113315e-001,1.611513e-001
2.476495e-001,3.192679e-001,1.611513e-001
2.374989e-001,3.268892e-001,1.611513e-001
2.271139e-001,3.341879e-001,1.611513e-001
2.165047e-001,3.411568e-001,1.611513e-001
2.056819e-001,3.477891e-001,1.611513e-001
1.946561e-001,3.540781e-001,1.611513e-001
1.834382e-001,3.600176e-001,1.611513e-001
1.720392e-001,3.656019e-001,1.611513e-001
1.604705e-001,3.708254e-001,1.611513e-001
1.487434e-001,3.756829e-001,1.611513e-001
1.368695e-001,3.801697e-001,1.611513e-001
1.248606e-001,3.842813e-001,1.611513e-001
1.127284e-001,3.880136e-001,1.611513e-001
1.004850e-001,3.913631e-001,1.611513e-001
8.814236e-002,3.943262e-001,1.611513e-001
7.571278e-002,3.969003e-001,1.611513e-001
6.320848e-002,3.990826e-001,1.611513e-001
5.064180e-002,4.008711e-001,1.611513e-001
3.802515e-002,4.022640e-001,1.611513e-001
2.537096e-002,4.032599e-001,1.611513e-001
1.269174e-002,4.038579e-001,1.611513e-001
4.027587e-001,0.000000e+000,1.626689e-001
4.025600e-001,1.265096e-002,1.626689e-001
4.019640e-001,2.528943e-002,1.626689e-001
4.009713e-001,3.790294e-002,1.626689e-001
3.995828e-001,5.047905e-002,1.626689e-001
3.978001e-001,6.300534e-002,1.626689e-001
3.956248e-001,7.546946e-002,1.626689e-001
3.930590e-001,8.785909e-002,1.626689e-001
3.901053e-001,1.001620e-001,1.626689e-001
3.867667e-001,1.123661e-001,1.626689e-001
3.830463e-001,1.244593e-001,1.626689e-001
3.789479e-001,1.364296e-001,1.626689e-001
3.744756e-001,1.482654e-001,1.626689e-001
3.696337e-001,1.599548e-001,1.626689e-001
3.644270e-001,1.714863e-001,1.626689e-001
3.588606e-001,1.828486e-001,1.626689e-001
3.529402e-001,1.940305e-001,1.626689e-001
3.466714e-001,2.050209e-001,1.626689e-001
3.400604e-001,2.158089e-001,1.626689e-001
3.331139e-001,2.263840e-001,1.626689e-001
3.258386e-001,2.367356e-001,1.626689e-001
3.182418e-001,2.468537e-001,1.626689e-001
3.103309e-001,2.567281e-001,1.626689e-001
3.021138e-001,2.663491e-001,1.626689e-001
2.935985e-001,2.757073e-001,1.626689e-001
2.847934e-001,2.847934e-001,1.626689e-001
2.757073e-001,2.935985e-001,1.626689e-001
2.663491e-001,3.021138e-001,1.626689e-001
2.567281e-001,3.103309e-001,1.626689e-001
2.468537e-001,3.182418e-001,1.626689e-001
2.367356e-001,3.258386e-001,1.626689e-001
2.263840e-001,3.331139e-001,1.626689e-001
2.158089e-001,3.400604e-001,1.626689e-001
2.050209e-001,3.466714e-001,1.626689e-001
1.940305e-001,3.529402e-001,1.626689e-001
1.828486e-001,3.588606e-001,1.626689e-001
1.714863e-001,3.644270e-001,1.626689e-001
1.599548e-001,3.696337e-001,1.626689e-001
1.482654e-001,3.744756e-001,1.626689e-001
1.364296e-001,3.789479e-001,1.626689e-001
1.244593e-001,3.830463e-001,1.626689e-001
1.123661e-001,3.867667e-001,1.626689e-001
1.001620e-001,3.901053e-001,1.626689e-001
8.785909e-002,3.930590e-001,1.626689e-001
7.546946e-002,3.956248e-001,1.626689e-001
6.300534e-002,3.978001e-001,1.626689e-001
5.047905e-002,3.995828e-001,1.626689e-001
3.790294e-002,4.009713e-001,1.626689e-001
2.528943e-002,4.019640e-001,1.626689e-001
1.265096e-002,4.025600e-001,1.626689e-001
4.014547e-001,0.000000e+000,1.641819e-001
4.012567e-001,1.261000e-002,1.641819e-001
4.006626e-001,2.520755e-002,1.641819e-001
3.996731e-001,3.778023e-002,1.641819e-001
3.982892e-001,5.031562e-002,1.641819e-001
3.965122e-001,6.280136e-002,1.641819e-001
3.943439e-001,7.522512e-002,1.641819e-001
3.917864e-001,8.757464e-002,1.641819e-001
3.888423e-001,9.983774e-002,1.641819e-001
3.855145e-001,1.120023e-001,1.641819e-001
3.818062e-001,1.240563e-001,1.641819e-001
3.777211e-001,1.359879e-001,1.641819e-001
3.732632e-001,1.477853e-001,1.641819e-001
3.684370e-001,1.594369e-001,1.641819e-001
3.632471e-001,1.709311e-001,1.641819e-001
3.576988e-001,1.822566e-001,1.641819e-001
3.517975e-001,1.934023e-001,1.641819e-001
3.455490e-001,2.043571e-001,1.641819e-001
3.389595e-001,2.151102e-001,1.641819e-001
3.320354e-001,2.256510e-001,1.641819e-001
3.247837e-001,2.359692e-001,1.641819e-001
3.172115e-001,2.460544e-001,1.641819e-001
3.093262e-001,2.558969e-001,1.641819e-001
3.011357e-001,2.654868e-001,1.641819e-001
2.926479e-001,2.748147e-001,1.641819e-001
2.838714e-001,2.838714e-001,1.641819e-001
2.748147e-001,2.926479e-001,1.641819e-001
2.654868e-001,3.011357e-001,1.641819e-001
2.558969e-001,3.093262e-001,1.641819e-001
2.460544e-001,3.172115e-001,1.641819e-001
2.359692e-001,3.247837e-001,1.641819e-001
2.256510e-001,3.320354e-001,1.641819e-001
2.151102e-001,3.389595e-001,1.641819e-001
2.043571e-001,3.455490e-001,1.641819e-001
1.934023e-001,3.517975e-001,1.641819e-001
1.822566e-001,3.576988e-001,1.641819e-001
1.709311e-001,3.632471e-001,1.641819e-001
1.594369e-001,3.684370e-001,1.641819e-001
1.477853e-001,3.732632e-001,1.641819e-001
1.359879e-001,3.777211e-001,1.641819e-001
1.240563e-001,3.818062e-001,1.641819e-001
1.120023e-001,3.855145e-001,1.641819e-001
9.983774e-002,3.888423e-001,1.641819e-001
8.757464e-002,3.917864e-001,1.641819e-001
7.522512e-002,3.943439e-001,1.641819e-001
6.280136e-002,3.965122e-001,1.641819e-001
5.031562e-002,3.982892e-001,1.641819e-001
3.778023e-002,3.996731e-001,1.641819e-001
2.520755e-002,4.006626e-001,1.641819e-001
1.261000e-002,4.012567e-001,1.641819e-001
4.001454e-001,0.000000e+000,1.656902e-001
3.999479e-001,1.256887e-002,1.656902e-001
3.993558e-001,2.512534e-002,1.656902e-001
3.983695e-001,3.765701e-002,1.656902e-001
3.969901e-001,5.015151e-002,1.656902e-001
3.952189e-001,6.259653e-002,1.656902e-001
3.930577e-001,7.497976e-002,1.656902e-001
3.905086e-001,8.728901e-002,1.656902e-001
3.875741e-001,9.951211e-002,1.656902e-001
3.842571e-001,1.116370e-001,1.656902e-001
3.805609e-001,1.236517e-001,1.656902e-001
3.764891e-001,1.355444e-001,1.656902e-001
3.720458e-001,1.473033e-001,1.656902e-001
3.672353e-001,1.589169e-001,1.656902e-001
3.620624e-001,1.703736e-001,1.656902e-001
3.565321e-001,1.816622e-001,1.656902e-001
3.506501e-001,1.927715e-001,1.656902e-001
3.444219e-001,2.036906e-001,1.656902e-001
3.378539e-001,2.144086e-001,1.656902e-001
3.309525e-001,2.249151e-001,1.656902e-001
3.237244e-001,2.351995e-001,1.656902e-001
3.161769e-001,2.452519e-001,1.656902e-001
3.083173e-001,2.550623e-001,1.656902e-001
3.001535e-001,2.646209e-001,1.656902e-001
2.916934e-001,2.739184e-001,1.656902e-001
2.829455e-001,2.829455e-001,1.656902e-001
2.739184e-001,2.916934e-001,1.656902e-001
2.646209e-001,3.001535e-001,1.656902e-001
2.550623e-001,3.083173e-001,1.656902e-001
2.452519e-001,3.161769e-001,1.656902e-001
2.351995e-001,3.237244e-001,1.656902e-001
2.249151e-001,3.309525e-001,1.656902e-001
2.144086e-001,3.378539e-001,1.656902e-001
2.036906e-001,3.444219e-001,1.656902e-001
1.927715e-001,3.506501e-001,1.656902e-001
1.816622e-001,3.565321e-001,1.656902e-001
1.703736e-001,3.620624e-001,1.656902e-001
1.589169e-001,3.672353e-001,1.656902e-001
1.473033e-001,3.720458e-001,1.656902e-001
1.355444e-001,3.764891e-001,1.656902e-001
1.236517e-001,3.805609e-001,1.656902e-001
1.116370e-001,3.842571e-001,1.656902e-001
9.951211e-002,3.875741e-001,1.656902e-001
8.728901e-002,3.905086e-001,1.656902e-001
7.497976e-002,3.930577e-001,1.656902e-001
6.259653e-002,3.952189e-001,1.656902e-001
5.015151e-002,3.969901e-001,1.656902e-001
3.765701e-002,3.983695e-001,1.656902e-001
2.512534e-002,3.993558e-001,1.656902e-001
1.256887e-002,3.999479e-001,1.656902e-001
3.988306e-001,0.000000e+000,1.671937e-001
3.986338e-001,1.252757e-002,1.671937e-001
3.980436e-001,2.504278e-002,1.671937e-001
3.970606e-001,3.753327e-002,1.671937e-001
3.956857e-001,4.998673e-002,1.671937e-001
3.939203e-001,6.239085e-002,1.671937e-001
3.917662e-001,7.473340e-002,1.671937e-001
3.892254e-001,8.700219e-002,1.671937e-001
3.863006e-001,9.918513e-002,1.671937e-001
3.829945e-001,1.112702e-001,1.671937e-001
3.793104e-001,1.232454e-001,1.671937e-001
3.752520e-001,1.350990e-001,1.671937e-001
3.708233e-001,1.468193e-001,1.671937e-001
3.660286e-001,1.583947e-001,1.671937e-001
3.608727e-001,1.698138e-001,1.671937e-001
3.553606e-001,1.810653e-001,1.671937e-001
3.494979e-001,1.921381e-001,1.671937e-001
3.432902e-001,2.030213e-001,1.671937e-001
3.367438e-001,2.137041e-001,1.671937e-001
3.298650e-001,2.241760e-001,1.671937e-001
3.226607e-001,2.344267e-001,1.671937e-001
3.151380e-001,2.444461e-001,1.671937e-001
3.073042e-001,2.542242e-001,1.671937e-001
2.991672e-001,2.637514e-001,1.671937e-001
2.907350e-001,2.730183e-001,1.671937e-001
2.820158e-001,2.820158e-001,1.671937e-001
2.730183e-001,2.907350e-001,1.671937e-001
2.637514e-001,2.991672e-001,1.671937e-001
2.542242e-001,3.073042e-001,1.671937e-001
2.444461e-001,3.151380e-001,1.671937e-001
2.344267e-001,3.226607e-001,1.671937e-001
2.241760e-001,3.298650e-001,1.671937e-001
2.137041e-001,3.367438e-001,1.671937e-001
2.030213e-001,3.432902e-001,1.671937e-001
1.921381e-001,3.494979e-001,1.671937e-001
1.810653e-001,3.553606e-001,1.671937e-001
1.698138e-001,3.608727e-001,1.671937e-001
1.583947e-001,3.660286e-001,1.671937e-001
1.468193e-001,3.708233e-001,1.671937e-001
1.350990e-001,3.752520e-001,1.671937e-001
1.232454e-001,3.793104e-001,1.671937e-001
1.112702e-001,3.829945e-001,1.671937e-001
9.918513e-002,3.863006e-001,1.671937e-001
8.700219e-002,3.892254e-001,1.671937e-001
7.473340e-002,3.917662e-001,1.671937e-001
6.239085e-002,3.939203e-001,1.671937e-001
4.998673e-002,3.956857e-001,1.671937e-001
3.753327e-002,3.970606e-001,1.671937e-001
2.504278e-002,3.980436e-001,1.671937e-001
1.252757e-002,3.986338e-001,1.671937e-001
3.975104e-001,0.000000e+000,1.686925e-001
3.973142e-001,1.248610e-002,1.686925e-001
3.967260e-001,2.495988e-002,1.686925e-001
3.957462e-001,3.740903e-002,1.686925e-001
3.943759e-001,4.982126e-002,1.686925e-001
3.926164e-001,6.218433e-002,1.686925e-001
3.904694e-001,7.448602e-002,1.686925e-001
3.879371e-001,8.671421e-002,1.686925e-001
3.850219e-001,9.885682e-002,1.686925e-001
3.817267e-001,1.109019e-001,1.686925e-001
3.780549e-001,1.228375e-001,1.686925e-001
3.740099e-001,1.346518e-001,1.686925e-001
3.695958e-001,1.463333e-001,1.686925e-001
3.648170e-001,1.578704e-001,1.686925e-001
3.596782e-001,1.692517e-001,1.686925e-001
3.541844e-001,1.804659e-001,1.686925e-001
3.483410e-001,1.915021e-001,1.686925e-001
3.421539e-001,2.023493e-001,1.686925e-001
3.356291e-001,2.129967e-001,1.686925e-001
3.287731e-001,2.234340e-001,1.686925e-001
3.215927e-001,2.336507e-001,1.686925e-001
3.140948e-001,2.436369e-001,1.686925e-001
3.062870e-001,2.533827e-001,1.686925e-001
2.981769e-001,2.628783e-001,1.686925e-001
2.897726e-001,2.721146e-001,1.686925e-001
2.810823e-001,2.810823e-001,1.686925e-001
2.721146e-001,2.897726e-001,1.686925e-001
2.628783e-001,2.981769e-001,1.686925e-001
2.533827e-001,3.062870e-001,1.686925e-001
2.436369e-001,3.140948e-001,1.686925e-001
2.336507e-001,3.215927e-001,1.686925e-001
2.234340e-001,3.287731e-001,1.686925e-001
2.129967e-001,3.356291e-001,1.686925e-001
2.023493e-001,3.421539e-001,1.686925e-001
1.915021e-001,3.483410e-001,1.686925e-001
1.804659e-001,3.541844e-001,1.686925e-001
1.692517e-001,3.596782e-001,1.686925e-001
1.578704e-001,3.648170e-001,1.686925e-001
1.463333e-001,3.695958e-001,1.686925e-001
1.346518e-001,3.740099e-001,1.686925e-001
1.228375e-001,3.780549e-001,1.686925e-001
1.109019e-001,3.817267e-001,1.686925e-001
9.885682e-002,3.850219e-001,1.686925e-001
8.671421e-002,3.879371e-001,1.686925e-001
7.448602e-002,3.904694e-001,1.686925e-001
6.218433e-002,3.926164e-001,1.686925e-001
4.982126e-002,3.943759e-001,1.686925e-001
3.740903e-002,3.957462e-001,1.686925e-001
2.495988e-002,3.967260e-001,1.686925e-001
1.248610e-002,3.973142e-001,1.686925e-001
3.961848e-001,0.000000e+000,1.701866e-001
3.959893e-001,1.244447e-002,1.701866e-001
3.954031e-001,2.487665e-002,1.701866e-001
3.944266e-001,3.728429e-002,1.701866e-001
3.930608e-001,4.965513e-002,1.701866e-001
3.913071e-001,6.197696e-002,1.701866e-001
3.891673e-001,7.423764e-002,1.701866e-001
3.866434e-001,8.642505e-002,1.701866e-001
3.837380e-001,9.852716e-002,1.701866e-001
3.804538e-001,1.105320e-001,1.701866e-001
3.767942e-001,1.224278e-001,1.701866e-001
3.727627e-001,1.342028e-001,1.701866e-001
3.683633e-001,1.458454e-001,1.701866e-001
3.636005e-001,1.573440e-001,1.701866e-001
3.584788e-001,1.686873e-001,1.701866e-001
3.530033e-001,1.798642e-001,1.701866e-001
3.471794e-001,1.908635e-001,1.701866e-001
3.410129e-001,2.016745e-001,1.701866e-001
3.345099e-001,2.122865e-001,1.701866e-001
3.276768e-001,2.226889e-001,1.701866e-001
3.205203e-001,2.328716e-001,1.701866e-001
3.130474e-001,2.428245e-001,1.701866e-001
3.052657e-001,2.525377e-001,1.701866e-001
2.971826e-001,2.620017e-001,1.701866e-001
2.888063e-001,2.712072e-001,1.701866e-001
2.801450e-001,2.801450e-001,1.701866e-001
2.712072e-001,2.888063e-001,1.701866e-001
2.620017e-001,2.971826e-001,1.701866e-001
2.525377e-001,3.052657e-001,1.701866e-001
2.428245e-001,3.130474e-001,1.701866e-001
2.328716e-001,3.205203e-001,1.701866e-001
2.226889e-001,3.276768e-001,1.701866e-001
2.122865e-001,3.345099e-001,1.701866e-001
2.016745e-001,3.410129e-001,1.701866e-001
1.908635e-001,3.471794e-001,1.701866e-001
1.798642e-001,3.530033e-001,1.701866e-001
1.686873e-001,3.584788e-001,1.701866e-001
1.573440e-001,3.636005e-001,1.701866e-001
1.458454e-001,3.683633e-001,1.701866e-001
1.342028e-001,3.727627e-001,1.701866e-001
1.224278e-001,3.767942e-001,1.701866e-001
1.105320e-001,3.804538e-001,1.701866e-001
9.852716e-002,3.837380e-001,1.701866e-001
8.642505e-002,3.866434e-001,1.701866e-001
7.423764e-002,3.891673e-001,1.701866e-001
6.197696e-002,3.913071e-001,1.701866e-001
4.965513e-002,3.930608e-001,1.701866e-001
3.728429e-002,3.944266e-001,1.701866e-001
2.487665e-002,3.954031e-001,1.701866e-001
1.244447e-002,3.959893e-001,1.701866e-001
3.948539e-001,0.000000e+000,1.716758e-001
3.946591e-001,1.240266e-002,1.716758e-001
3.940748e-001,2.479308e-002,1.716758e-001
3.931015e-001,3.715904e-002,1.716758e-001
3.917404e-001,4.948832e-002,1.716758e-001
3.899926e-001,6.176876e-002,1.716758e-001
3.878600e-001,7.398825e-002,1.716758e-001
3.853446e-001,8.613471e-002,1.716758e-001
3.824489e-001,9.819618e-002,1.716758e-001
3.791757e-001,1.101607e-001,1.716758e-001
3.755284e-001,1.220166e-001,1.716758e-001
3.715105e-001,1.337520e-001,1.716758e-001
3.671259e-001,1.453554e-001,1.716758e-001
3.623790e-001,1.568154e-001,1.716758e-001
3.572745e-001,1.681206e-001,1.716758e-001
3.518174e-001,1.792599e-001,1.716758e-001
3.460131e-001,1.902223e-001,1.716758e-001
3.398674e-001,2.009970e-001,1.716758e-001
3.333862e-001,2.115733e-001,1.716758e-001
3.265760e-001,2.219408e-001,1.716758e-001
3.194435e-001,2.320893e-001,1.716758e-001
3.119958e-001,2.420088e-001,1.716758e-001
3.042402e-001,2.516894e-001,1.716758e-001
2.961843e-001,2.611216e-001,1.716758e-001
2.878361e-001,2.702961e-001,1.716758e-001
2.792039e-001,2.792039e-001,1.716758e-001
2.702961e-001,2.878361e-001,1.716758e-001
2.611216e-001,2.961843e-001,1.716758e-001
2.516894e-001,3.042402e-001,1.716758e-001
2.420088e-001,3.119958e-001,1.716758e-001
2.320893e-001,3.194435e-001,1.716758e-001
2.219408e-001,3.265760e-001,1.716758e-001
2.115733e-001,3.333862e-001,1.716758e-001
2.009970e-001,3.398674e-001,1.716758e-001
1.902223e-001,3.460131e-001,1.716758e-001
1.792599e-001,3.518174e-001,1.716758e-001
1.681206e-001,3.572745e-001,1.716758e-001
1.568154e-001,3.623790e-001,1.716758e-001
1.453554e-001,3.671259e-001,1.716758e-001
1.337520e-001,3.715105e-001,1.716758e-001
1.220166e-001,3.755284e-001,1.716758e-001
1.101607e-001,3.791757e-001,1.716758e-001
9.819618e-002,3.824489e-001,1.716758e-001
8.613471e-002,3.853446e-001,1.716758e-001
7.398825e-002,3.878600e-001,1.716758e-001
6.176876e-002,3.899926e-001,1.716758e-001
4.948832e-002,3.917404e-001,1.716758e-001
3.715904e-002,3.931015e-001,1.716758e-001
2.479308e-002,3.940748e-001,1.716758e-001
1.240266e-002,3.946591e-001,1.716758e-001
3.935176e-001,0.000000e+000,1.731603e-001
3.933235e-001,1.236069e-002,1.731603e-001
3.927411e-001,2.470918e-002,1.731603e-001
3.917712e-001,3.703328e-002,1.731603e-001
3.904146e-001,4.932084e-002,1.731603e-001
3.886728e-001,6.155972e-002,1.731603e-001
3.865474e-001,7.373785e-002,1.731603e-001
3.840405e-001,8.584322e-002,1.731603e-001
3.811546e-001,9.786386e-002,1.731603e-001
3.778925e-001,1.097879e-001,1.731603e-001
3.742575e-001,1.216036e-001,1.731603e-001
3.702532e-001,1.332993e-001,1.731603e-001
3.658835e-001,1.448635e-001,1.731603e-001
3.611526e-001,1.562847e-001,1.731603e-001
3.560654e-001,1.675517e-001,1.731603e-001
3.506268e-001,1.786533e-001,1.731603e-001
3.448421e-001,1.895786e-001,1.731603e-001
3.387172e-001,2.003168e-001,1.731603e-001
3.322579e-001,2.108573e-001,1.731603e-001
3.254708e-001,2.211897e-001,1.731603e-001
3.183625e-001,2.313039e-001,1.731603e-001
3.109399e-001,2.411897e-001,1.731603e-001
3.032106e-001,2.508376e-001,1.731603e-001
2.951819e-001,2.602379e-001,1.731603e-001
2.868620e-001,2.693814e-001,1.731603e-001
2.782590e-001,2.782590e-001,1.731603e-001
2.693814e-001,2.868620e-001,1.731603e-001
2.602379e-001,2.951819e-001,1.731603e-001
2.508376e-001,3.032106e-001,1.731603e-001
2.411897e-001,3.109399e-001,1.731603e-001
2.313039e-001,3.183625e-001,1.731603e-001
2.211897e-001,3.254708e-001,1.731603e-001
2.108573e-001,3.322579e-001,1.731603e-001
2.003168e-001,3.387172e-001,1.731603e-001
1.895786e-001,3.448421e-001,1.731603e-001
1.786533e-001,3.506268e-001,1.731603e-001
1.675517e-001,3.560654e-001,1.731603e-001
1.562847e-001,3.611526e-001,1.731603e-001
1.448635e-001,3.658835e-001,1.731603e-001
1.332993e-001,3.702532e-001,1.731603e-001
1.216036e-001,3.742575e-001,1.731603e-001
1.097879e-001,3.778925e-001,1.731603e-001
9.786386e-002,3.811546e-001,1.731603e-001
8.584322e-002,3.840405e-001,1.731603e-001
7.373785e-002,3.865474e-001,1.731603e-001
6.155972e-002,3.886728e-001,1.731603e-001
4.932084e-002,3.904146e-001,1.731603e-001
3.703328e-002,3.917712e-001,1.731603e-001
2.470918e-002,3.927411e-001,1.731603e-001
1.236069e-002,3.933235e-001,1.731603e-001
3.921760e-001,0.000000e+000,1.746399e-001
3.919825e-001,1.231855e-002,1.746399e-001
3.914022e-001,2.462494e-002,1.746399e-001
3.904355e-001,3.690703e-002,1.746399e-001
3.890836e-001,4.915269e-002,1.746399e-001
3.873477e-001,6.134985e-002,1.746399e-001
3.852295e-001,7.348646e-002,1.746399e-001
3.827312e-001,8.555055e-002,1.746399e-001
3.798551e-001,9.753021e-002,1.746399e-001
3.766042e-001,1.094136e-001,1.746399e-001
3.729816e-001,1.211891e-001,1.746399e-001
3.689909e-001,1.328449e-001,1.746399e-001
3.646361e-001,1.443696e-001,1.746399e-001
3.599214e-001,1.557519e-001,1.746399e-001
3.548515e-001,1.669804e-001,1.746399e-001
3.494314e-001,1.780442e-001,1.746399e-001
3.436665e-001,1.889322e-001,1.746399e-001
3.375624e-001,1.996338e-001,1.746399e-001
3.311252e-001,2.101384e-001,1.746399e-001
3.243612e-001,2.204356e-001,1.746399e-001
3.172771e-001,2.305153e-001,1.746399e-001
3.098799e-001,2.403675e-001,1.746399e-001
3.021768e-001,2.499824e-001,1.746399e-001
2.941756e-001,2.593507e-001,1.746399e-001
2.858840e-001,2.684630e-001,1.746399e-001
2.773103e-001,2.773103e-001,1.746399e-001
2.684630e-001,2.858840e-001,1.746399e-001
2.593507e-001,2.941756e-001,1.746399e-001
2.499824e-001,3.021768e-001,1.746399e-001
2.403675e-001,3.098799e-001,1.746399e-001
2.305153e-001,3.172771e-001,1.746399e-001
2.204356e-001,3.243612e-001,1.746399e-001
2.101384e-001,3.311252e-001,1.746399e-001
1.996338e-001,3.375624e-001,1.746399e-001
1.889322e-001,3.436665e-001,1.746399e-001
1.780442e-001,3.494314e-001,1.746399e-001
1.669804e-001,3.548515e-001,1.746399e-001
1.557519e-001,3.599214e-001,1.746399e-001
1.443696e-001,3.646361e-001,1.746399e-001
1.328449e-001,3.689909e-001,1.746399e-001
1.211891e-001,3.729816e-001,1.746399e-001
1.094136e-001,3.766042e-001,1.746399e-001
9.753021e-002,3.798551e-001,1.746399e-001
8.555055e-002,3.827312e-001,1.746399e-001
7.348646e-002,3.852295e-001,1.746399e-001
6.134985e-002,3.873477e-001,1.746399e-001
4.915269e-002,3.890836e-001,1.746399e-001
3.690703e-002,3.904355e-001,1.746399e-001
2.462494e-002,3.914022e-001,1.746399e-001
1.231855e-002,3.919825e-001,1.746399e-001
3.908291e-001,0.000000e+000,1.761147e-001
3.906363e-001,1.227624e-002,1.761147e-001
3.900579e-001,2.454036e-002,1.761147e-001
3.890946e-001,3.678027e-002,1.761147e-001
3.877473e-001,4.898388e-002,1.761147e-001
3.860174e-001,6.113914e-002,1.761147e-001
3.839065e-001,7.323407e-002,1.761147e-001
3.814167e-001,8.525673e-002,1.761147e-001
3.785505e-001,9.719525e-002,1.761147e-001
3.753107e-001,1.090378e-001,1.761147e-001
3.717006e-001,1.207728e-001,1.761147e-001
3.677236e-001,1.323886e-001,1.761147e-001
3.633837e-001,1.438738e-001,1.761147e-001
3.586852e-001,1.552170e-001,1.761147e-001
3.536328e-001,1.664069e-001,1.761147e-001
3.482313e-001,1.774327e-001,1.761147e-001
3.424862e-001,1.882834e-001,1.761147e-001
3.364030e-001,1.989482e-001,1.761147e-001
3.299879e-001,2.094167e-001,1.761147e-001
3.232472e-001,2.196785e-001,1.761147e-001
3.161874e-001,2.297236e-001,1.761147e-001
3.088156e-001,2.395419e-001,1.761147e-001
3.011390e-001,2.491238e-001,1.761147e-001
2.931652e-001,2.584599e-001,1.761147e-001
2.849022e-001,2.675409e-001,1.761147e-001
2.763579e-001,2.763579e-001,1.761147e-001
2.675409e-001,2.849022e-001,1.761147e-001
2.584599e-001,2.931652e-001,1.761147e-001
2.491238e-001,3.011390e-001,1.761147e-001
2.395419e-001,3.088156e-001,1.761147e-001
2.297236e-001,3.161874e-001,1.761147e-001
2.196785e-001,3.232472e-001,1.761147e-001
2.094167e-001,3.299879e-001,1.761147e-001
1.989482e-001,3.364030e-001,1.761147e-001
1.882834e-001,3.424862e-001,1.761147e-001
1.774327e-001,3.482313e-001,1.761147e-001
